"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","43/4203","81/13465",0.530864197530864,1.70071054479017,4.26091192016353,3.39193900253366e-05,0.00260017619613045,0.00232358072175259,"S100A9/B2M/FAM3A/CCL18/CXCL10/CXCL13/S100A12/CXCL9/CXCL11/CCL4/RNASE6/CXCL5/ELANE/CCL7/CCL20/CCL8/CCL13/CXCL1/CCL3/CX3CL1/XCL1/GNLY/CCL2/XCL2/CCL23/CXCL3/CCL5/CXCL2/PF4V1/CCL17/EVPL/CCL3L1/HAMP/CCL3L3/SPINK5/CCL19/TAC1/DMBT1/MMP7/RNASE3/CCL24/CCL25/DEFA1",43
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","56/4203","113/13465",0.495575221238938,1.58765652010048,4.22575172199531,3.39600259333071e-05,0.00260017619613045,0.00232358072175259,"BRD4/SLC4A2/ITPKB/HLX/PTPRC/HLA-DRA/PNP/GPR65/IRF4/SMAD7/CD80/RIPK2/RARA/JAK2/TNFRSF14/CD86/MALT1/AP3D1/IL2RG/CD83/MAPK8IP1/CRTAM/CCR2/CD274/PRDM1/TYK2/IFNG/KLHL25/AGER/IL2RA/XCL1/ZBTB16/BCL6/SHB/IL18/CD69/CD28/IL23R/BATF/CD3E/IRF1/IL12A/ZAP70/HLA-DRB1/CD55/ARG2/LILRB4/IL12RB1/CCL19/TBX21/JAK3/IL12B/ADORA2A/IL23A/ZNF683/DAPL1",56
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","89/4203","199/13465",0.447236180904523,1.43279447439434,4.14335941047854,3.82793821215912e-05,0.00286872482522264,0.00256356231159266,"GPR183/BRD4/CR1/HLX/PTPRC/TFRC/HLA-DRA/TGFB1/GPR65/ABL1/DDRGK1/IRF4/DLL1/SMAD7/CD80/RIPK2/ERCC1/RARA/JAK2/LCP1/ICOS/ENTPD7/CD86/MALT1/SLAMF6/CLEC4E/CD180/DOCK10/CLEC4D/ATAD5/FCER1G/POU2AF1/HLA-DMB/XBP1/CLCF1/HAVCR2/PLXNA1/EXO1/IL6/TBK1/MEN1/LFNG/IL10/CD244/CD19/FCGR3A/IFNG/TLR4/LEF1/FCGR2B/ZFPM1/GAPT/EOMES/BCL6/SHB/IL18/LY9/CD69/CD28/F2RL1/MYB/IL18R1/PLCG2/IL23R/ICOSLG/BATF/IL21/ITGAL/NKG7/BCL3/IL27RA/TYROBP/IL12A/IRF8/HLA-DRB1/CD40LG/KLRC2/CCR6/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL12B/IL23A/IFNE/ZNF683/AICDA",89
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response","78/4203","170/13465",0.458823529411765,1.46991644623588,4.15351031007641,3.87997814523863e-05,0.00286872482522264,0.00256356231159266,"B2M/CR1/MAVS/STX4/PKN1/PTPRC/TFRC/TRPM4/MZB1/TGFB1/SPHK2/IL1B/SMAD7/TRIL/RIPK2/TNFRSF14/TICAM1/CLEC7A/CD86/SLAMF1/UBE2J1/MALT1/ATG5/DENND1B/NLRX1/ATAD5/FCER1G/IL2RG/DNAJB9/XBP1/CLCF1/FCRL3/CCR2/IL6/IL10/AXL/TLR7/CD244/SPON2/IFNG/TLR4/FCGR2B/FFAR2/NOD1/CD96/XCL1/BTK/BCL6/IL18/TRAF2/CD28/TGFB3/F2RL1/IL18R1/CARD9/PLCG2/ARG1/GPRC5B/IL21/LAPTM5/CD226/CLNK/IL27RA/CD40LG/CD55/CLC/HPX/EVPL/KIT/LILRB4/TNF/SPINK5/SLC7A5/CD22/TBX21/JAK3/PKP3/RBP4",78
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","49/4203","96/13465",0.510416666666667,1.63520352525974,4.20739622268059,3.89815420655601e-05,0.00286872482522264,0.00256356231159266,"EFNB1/IGF2/PTPRC/TFRC/CCDC88B/PNP/IL1B/TNFSF13B/CD80/RIPK2/JAK2/NCK1/HLA-DPA1/CD86/SLAMF1/HLA-DMB/PDCD1LG2/HAVCR2/CCR2/IL6/CD274/TYK2/CD276/AGER/IL2RA/XCL1/HLA-DPB1/IL18/CD28/CCL5/IL23R/ICOSLG/IL21/IGFBP2/AIF1/CD3E/TNFRSF13C/CLECL1/ZAP70/CD40LG/CD55/VCAM1/IL12RB1/CCL19/IL1A/CD6/IL12B/IL23A/TMIGD2",49
"GO:0002449","GO:0002449","lymphocyte mediated immunity","120/4203","283/13465",0.424028268551237,1.35844411992444,4.10523840084964,3.98858696788773e-05,0.00286872482522264,0.00256356231159266,"IGHG1/B2M/CR1/GNL1/SLAMF7/PTPRC/TLR8/TFRC/TRPM4/FCGR3B/HLA-DRA/TGFB1/KDM5D/IL1B/FCGR1A/IGLL5/SMAD7/CD80/ERCC1/CTSC/PLEKHM2/FCGR2A/SLAMF1/MALT1/SLAMF6/DENND1B/KLHL22/ATAD5/IL7R/FCER1G/RASGRP1/MAPK3/CLCF1/CRTAM/HAVCR2/EXO1/CCR2/IL6/CD2/IL10/IL18RAP/TCIRG1/CR1L/CD274/TIGIT/KLRB1/CD19/PRDX1/CD27/FCGR3A/IFNG/FCGR2B/AGER/CD96/XCL1/SERPINB9/BTK/BCL6/IL18/CTSH/KLRC3/TRAF2/CD28/IGHE/IL18R1/AIRE/CR2/CARD9/ARG1/KLRK1/GZMB/IL23R/BATF/HLA-H/IL21/CD226/PRF1/C1QB/CD8A/KLRC1/TRA/NKG7/CLNK/BCL3/IL27RA/TYROBP/IL12A/IL2RB/HLA-DRB1/TRB/SLA2/CD40LG/KLRC2/CD55/CCR6/KLRD1/CLC/HPX/LTA/IRF7/ULBP1/CLEC12B/C4BPB/IL4I1/SH2D1A/LILRB4/IL12RB1/NCR3/TNF/ULBP2/GZMM/NCR1/TBX21/IGHD/CD1A/IL12B/CD1B/KLRC4/IL23A/AICDA",120
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","81/4203","178/13465",0.455056179775281,1.45784712364363,4.14220302939186,3.9932412930578e-05,0.00286872482522264,0.00256356231159266,"SCRIB/CR1/SLC4A2/MAD1L1/PTPN2/PKN1/HLX/PTPRC/DLG5/MNDA/ERBB2/TGFB1/LAX1/SMAD7/CD80/TNFRSF14/PLA2G2D/ID2/SAMSN1/CASP3/CD86/BTLA/CTLA4/ATM/KLHL22/PAG1/LYN/INHA/RHBDD3/PDCD1LG2/MAPK3/NR1D1/CRTAM/HAVCR2/IL10/HMGB3/AXL/CD274/LST1/TIGIT/GLMN/CX3CL1/BTN2A2/FCGR2B/SRC/IL2RA/VSIG4/XCL1/BTK/IDO1/CST7/CD84/ZBTB46/BCL6/CD69/ARG1/LAPTM5/DTX1/CLEC12A/PAWR/IRF1/CLNK/TYROBP/PTPN22/TNFRSF13B/HLA-DRB1/TBC1D10C/BMP4/ARG2/LRRC32/CD300LF/IL4I1/LILRB4/CTSG/TBX21/JAK3/TSPAN32/ADORA2A/TYRO3/GAL/DAPL1",81
"GO:0002443","GO:0002443","leukocyte mediated immunity","151/4203","369/13465",0.409214092140921,1.31098447553593,4.08034530524188,4.08843075555794e-05,0.00289850850682751,0.00259017773423321,"VAMP2/IGHG1/B2M/CR1/MAVS/IRAK4/GNL1/STX4/SLAMF7/PTPRC/TLR8/TFRC/TRPM4/FCGR3B/HLA-DRA/TGFB1/KDM5D/SPHK2/IL1B/FCGR1A/IGLL5/SMAD7/CD80/ERCC1/TICAM1/CTSC/PLEKHM2/FCGR2A/CLEC7A/SLAMF1/MALT1/SLAMF6/DENND1B/GAB2/KLHL22/ATAD5/IL7R/LYN/FCER1G/RASGRP1/MAPK3/STXBP1/CLCF1/CRTAM/HAVCR2/ELANE/BCR/EXO1/CCR2/IL6/CD2/IL10/IL18RAP/TCIRG1/CR1L/CD274/TIGIT/PIK3CG/SPON2/KLRB1/CD19/FCAR/PRDX1/CD27/FCGR3A/IFNG/TLR4/CCL3/FCGR2B/AGER/CD96/XCL1/SERPINB9/BTK/CD84/BCL6/IL18/CTSH/KLRC3/TRAF2/CD28/STAP1/F2RL1/IGHE/IL18R1/AIRE/CR2/CARD9/PLCG2/ARG1/KLRK1/GZMB/IL23R/LAT2/BATF/HLA-H/IL21/CD226/PRF1/C1QB/CD8A/KLRC1/TRA/NKG7/CLNK/BCL3/IL27RA/TYROBP/TREM1/RAC2/IL12A/IL2RB/HLA-DRB1/TRB/SLA2/CD40LG/KLRC2/CD55/CCR6/GATA2/KLRD1/CLC/HPX/LTA/IRF7/ULBP1/RAB44/CLEC12B/C4BPB/KIT/IL4I1/SH2D1A/LILRB4/IL12RB1/NCR3/TNF/ULBP2/GZMM/CTSG/NCR1/TBX21/JAK3/CD177/IGHD/CD1A/IL12B/CD1B/KLRC4/IL23A/NOS2/AICDA",151
"GO:0002440","GO:0002440","production of molecular mediator of immune response","90/4203","202/13465",0.445544554455446,1.42737507155426,4.12266783172694,4.1343221527184e-05,0.00289850850682751,0.00259017773423321,"B2M/CR1/MAVS/STX4/PKN1/PTPRC/TFRC/TRPM4/MZB1/TGFB1/SPHK2/IL1B/SMAD7/TRIL/RIPK2/ERCC1/TNFRSF14/XRCC4/TICAM1/CLEC7A/CD86/SLAMF1/UBE2J1/MALT1/ATG5/DENND1B/NLRX1/ATAD5/FCER1G/IL2RG/DNAJB9/XBP1/CLCF1/ELANE/FCRL3/EXO1/POLQ/CCR2/IL6/IL10/AXL/TLR7/CD244/SPON2/IFNG/TLR4/POLM/TCF3/FCGR2B/SAMHD1/FFAR2/NOD1/CD96/XCL1/BTK/BCL6/IL18/TRAF2/CD28/TGFB3/F2RL1/IL18R1/CARD9/PLCG2/ARG1/GPRC5B/BATF/IL21/LAPTM5/CD226/CLNK/IL27RA/CD40LG/CD55/CCR6/CLC/HPX/EVPL/KIT/LILRB4/TNF/SPINK5/SLC7A5/CD22/TBX21/JAK3/PKP3/MMP7/RBP4/AICDA",90
"GO:0044057","GO:0044057","regulation of system process","174/4203","434/13465",0.400921658986175,1.28441830555528,4.05721381185231,4.29963811860311e-05,0.00297852312049423,0.00266168074008764,"DVL1/DMPK/NOL3/MYH7B/THRA/SPTBN4/CC2D1A/SNTA1/SREBF1/DAPK3/MECP2/HDAC4/BIN1/STUB1/TBC1D24/TRPM4/MAPK8IP2/ZFHX2/LMNA/BAIAP2/PDGFB/PRKACA/GCH1/TBX2/DSC2/MYL5/ABL1/ATP1B2/ITGA4/GNAO1/SMAD7/CACNB1/SHANK3/IRX3/CTDP1/SLC9A1/MGLL/SCN4B/PROK2/CTSC/NR1H2/C1QTNF1/TNNT3/TMEM25/STX1B/HRC/ECE1/RAB8B/DAG1/CALM3/SPP1/FGFR1/ATP2B1/CTTN/INHA/SRF/TWF1/SHANK1/GTF2IRD1/TBXA2R/G6PD/NLGN2/MYL9/RGS2/UCN/ADRA1B/GAS6/PTPRO/SCN4A/SHOX2/CACNA1G/CRY2/GPR171/PER2/SCN1B/PIK3CG/REM1/FLNA/GRIN2C/SLC4A3/CDK18/CORO2B/JPH2/JUP/FXYD1/CCL3/CAMK2B/IGFBP5/ADRA2C/HCN3/SLC8A1/MTG1/AGER/SRC/CLIC2/CST7/AVPR2/NPR1/ADRA2B/IRX5/SCN2B/TMEM161B/FAAH/CLDN15/KCNJ12/WNK4/NOTCH1/CELF4/NLGN3/STX1A/F2RL1/ADRA2A/F2R/JPH3/WASF3/HRH2/TPM1/GAA/ADORA1/ZNF488/OXT/GJC1/HIP1R/NOS1AP/PRKAR1B/CXADR/ITGA2/TPPP/ATP2B3/DSP/SPHK1/MYRF/CLDN2/HSPB7/HOPX/AVPR1A/NOS3/ACACB/TIFAB/JPH4/FGF13/INHBB/ATP1A2/ADM5/KCNB2/SOX10/KIT/TNF/HAMP/APOE/GALR1/ADRB1/ADRA1D/TAC1/NMU/P2RX1/MAG/GRIN2B/HAND2/ABCG5/KCNIP2/ADM2/RELN/STC1/GAL/ABCC8/SCT/GRIA1/FOXL2/CBLN1/TNR/RETN/HCN1/ADRA1A",174
"GO:0022617","GO:0022617","extracellular matrix disassembly","32/4203","56/13465",0.571428571428571,1.83066517113626,4.19600674494515,5.12896852211823e-05,0.00351123150943599,0.0031377219194135,"MMP1/PBXIP1/TGFB1/MMP13/MMP3/LCP1/DDR1/CTSS/FURIN/DDR2/LRP1/ELANE/IL6/FGFR4/FSCN1/NOXO1/HPN/MMP15/CTSK/PDPN/MMP12/FAP/ADAMTS15/CMA1/ADAMTS4/TMPRSS6/CTSG/ADAM8/MMP7/MIR29C/MMP8/KLK4",32
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","40/4203","75/13465",0.533333333333333,1.70862082639385,4.14542071678242,5.48972934160767e-05,0.00371450407428082,0.00331937122980929,"CXCR2/CXCR1/CCL18/CXCL10/CCR10/CXCL13/CXCL9/JAK2/CCRL2/CXCL11/CCL4/GPR17/LYN/HIF1A/CXCR6/CCR2/CCL7/CXCR4/CCL8/CCL13/CCL3/CX3CL1/CCR1/CCR4/XCL1/CCL2/XCL2/CCL23/CCR5/CCL5/GPR35/SLIT3/CCR6/CCL3L1/CCL3L3/CCL19/CXCR3/CCR7/CCL24/CCL25",40
"GO:0050900","GO:0050900","leukocyte migration","141/4203","343/13465",0.411078717201166,1.31695810780721,4.00556023520044,5.60621621577707e-05,0.00374972093788584,0.00335084187609664,"PLEC/S100A9/GPR183/VEGFB/IRAK4/CSF1/PIP5K1C/MYH9/CXCR2/TNFAIP6/CXCR1/TRPM4/ZNF580/CXCL10/FPR2/PDGFB/TGFB1/CXCL13/S100A12/SELL/ABL1/ITGA4/IL1B/S100A8/NBL1/SELE/IL17RC/CXCL9/GCNT1/TNFRSF14/SLAMF1/CXCL11/BSG/EMILIN1/CCL4/SRP54/BST1/PODXL2/LYN/FCER1G/CD200R1/MAPK3/ITGA7/MCOLN2/CRTAM/HOXA7/CXCL5/ELANE/BCR/C3AR1/CCR2/PTPRJ/IL6/SLAMF8/CCL7/GAS6/IL10/PTPRO/CCL20/CXCR4/VEGFA/PIK3CG/LBP/CHST2/CCL8/CCL13/CH25H/RAC3/CYP7B1/CKLF/CCL3/CX3CL1/CCR1/HSD3B7/AGER/SRC/PLA2G7/FFAR2/XCL1/GPR18/CCL2/ITGA3/RIN3/CCL23/CCR5/DOCK8/CD69/VAV3/CXCL3/STAP1/CCL5/ARHGEF5/F2RL1/ALOX5/GPR15/AIRE/KLRK1/ADORA1/LCK/AIF1/GCSAM/PF4V1/ITGAL/CXADR/ITGA2/ARTN/IL27RA/ASB2/TREM1/RAC2/IL12A/ZAP70/TNFSF14/P2RY12/VCAM1/CCR6/MSMP/DPEP1/RET/IL34/C5AR2/KIT/GDF15/TNF/ITGB7/CTSG/CCL19/ADTRP/TBX21/ADAM8/CD177/S100A14/CXCR3/APOD/IL23A/SMPD3/CCR7/SAA1/CCL24/CCL25/DEFA1",141
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","60/4203","125/13465",0.48,1.53775874375446,4.06891793208938,6.02244444911363e-05,0.00398234139197639,0.00355871717447623,"GPR183/BRD4/ARMC5/HLX/HLA-DRA/GPR65/IRF4/SMAD7/CD80/RIPK2/RARA/JAK2/PLA2G2D/ICOS/ENTPD7/CD86/MALT1/SLAMF6/IL2RG/CD83/IL6/TBK1/MEN1/TCIRG1/CD274/IFNG/TOX/KLHL25/LEF1/AGER/IL2RA/ZFPM1/XCL1/BCL6/SHB/IL18/LY9/CD69/CD28/MYB/IL18R1/IL23R/ICOSLG/BATF/IL21/CD3E/NKG7/BCL3/IL12A/HLA-DRB1/CD55/ARG2/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL12B/IL23A",60
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","126/4203","302/13465",0.417218543046358,1.33662804713757,3.98557225234585,6.27306059815076e-05,0.00408636083734828,0.00365167148207786,"SMARCC2/BRD4/SART1/CR1/SLC4A2/HSF1/CSF1/PTPN2/TFE3/TNFAIP6/ITPKB/TOB2/HLX/PTPRC/SOX13/ZMIZ1/ERBB2/HLA-DRA/TGFB1/PNP/GPR65/ABL1/DDRGK1/SMARCA4/IRF4/SOX12/SMAD7/CYP26B1/CD80/RIPK2/RARA/GPR137/RPTOR/ID2/BAD/CD86/CTLA4/MALT1/KAT2A/EVI2B/IL7R/AP3D1/LYN/IL2RG/INHA/CD83/RASGRP1/PPP2R3C/XBP1/CRTAM/HOXA7/RB1/FCRL3/PRDM16/CCR2/SLAMF8/IKZF3/CD2/GAS6/IL10/HMGB3/AXL/PRDM1/FANCD2/GLI2/CD27/IFNG/TLR4/CCL3/TOX/RASSF2/KLHL25/BTN2A2/CCR1/LEF1/FCGR2B/AGER/IL2RA/ZFPM1/ZBTB16/BTK/IL7/ZBTB46/BCL6/ZEB1/SHB/IL18/CD69/CD28/HLA-DOA/CD101/RHOH/SMARCD3/IL23R/BATF/IL21/DTX1/CAMK4/CLEC12A/LCK/IRF1/TMEM176B/FSTL3/TYROBP/ZAP70/HLA-DRB1/BMP4/GATA2/WNT10B/IRF7/IL34/IL4I1/LILRB4/IL12RB1/TNF/TESPA1/SPINK5/CCL19/TBX21/JAK3/ADAM8/GPR55/IL12B/IL23A/DCSTAMP/ZNF683",126
"GO:0036336","GO:0036336","dendritic cell migration","21/4203","32/13465",0.65625,2.1024045324768,4.20575364596858,6.35607376730111e-05,0.00408636083734828,0.00365167148207786,"GPR183/CXCR2/CXCR1/TRPM4/SLAMF1/CCR2/SLAMF8/GAS6/CXCR4/PIK3CG/CCR1/CCR5/DOCK8/CCL5/ARHGEF5/ALOX5/ASB2/IL12A/CCR6/CCL19/CCR7",21
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","14/4203","18/13465",0.777777777777778,2.49173870515769,4.26609641592135,6.39042509363626e-05,0.00408636083734828,0.00365167148207786,"IL1B/RIPK2/SLAMF1/CCR2/XCL1/IL18/IL18R1/IL23R/IL27RA/IL12RB1/TBX21/IL12B/NLRP10/IL23A",14
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","48/4203","95/13465",0.505263157894737,1.61869341447838,4.07648595615451,6.49136676137654e-05,0.00410578947657066,0.003669033386865,"GPR183/BRD4/HLX/HLA-DRA/GPR65/IRF4/SMAD7/CD80/RIPK2/RARA/JAK2/ICOS/ENTPD7/CD86/MALT1/SLAMF6/CLEC4E/CLEC4D/FCER1G/IL6/TBK1/MEN1/IFNG/LEF1/ZFPM1/EOMES/BCL6/SHB/IL18/LY9/CD69/MYB/IL18R1/IL23R/ICOSLG/BATF/IL21/BCL3/IL12A/HLA-DRB1/STAT4/IL12RB1/IL12RB2/CCL19/TBX21/JAK3/IL12B/IL23A",48
"GO:0001818","GO:0001818","negative regulation of cytokine production","115/4203","272/13465",0.422794117647059,1.35449031504108,3.9786103068407,6.6348653500842e-05,0.00415142811528387,0.00370981718499332,"SRGN/SSC5D/CR1/NFKBIL1/HSF1/CACTIN/HOMER3/PTPRC/TLR8/ASB1/PRKACA/TGFB1/GIT1/OTUD7B/PTPRS/ABCD1/DLL1/SMAD7/NMI/CARD16/RARA/CLEC4A/JAK2/MC1R/MAPKBP1/EZH2/CASP3/SLAMF1/BANF1/HDAC7/ATG5/NLRX1/PML/KLHL22/FGFR1/ATP2B1/INHA/FURIN/CD83/PDCD1LG2/CD200R1/GBP1/HAVCR2/LILRA5/ELANE/NDRG2/IL6/TBK1/CCL7/GAS6/IL10/AXL/CD274/TIGIT/LBP/TLR6/IFNG/TLR4/CX3CL1/BTN2A2/CCR1/LEF1/GPR174/FCGR2B/AGER/ZFPM1/VSIG4/CD96/XCL1/KLF2/BTK/IDO1/GPR18/CD84/HGF/BCL6/RPS6KA4/TGFB3/F2RL1/FBLN1/ZFP36/ARG1/IL23R/LAPTM5/WNT11/SIGIRR/TSKU/KLF15/BCL3/IL27RA/TYROBP/IL12A/PTPN22/HLA-DRB1/ARG2/LRRC32/EPHA2/INHBB/GATA6/C5AR2/LILRB4/TNF/NLRP7/LILRA4/TBX21/JAK3/NLRC3/IL1RL1/IL12B/IL36RN/APOD/IL23A/CCR7/ZNF683/IL37",115
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","66/4203","141/13465",0.468085106382979,1.49958742742013,4.01715050267018,7.03384955093609e-05,0.00427614500795084,0.00382126723515112,"IGHG1/B2M/SLAMF7/PTPRC/FCGR3B/HLA-DRA/TGFB1/FCGR1A/CTSC/PLEKHM2/FCGR2A/SLAMF6/IL7R/RASGRP1/CRTAM/HAVCR2/ELANE/CD2/IL18RAP/TIGIT/KLRB1/PRDX1/FCGR3A/FCGR2B/AGER/XCL1/SERPINB9/IL18/CTSH/KLRC3/STAP1/F2RL1/IGHE/ARG1/KLRK1/GZMB/IL23R/HLA-H/IL21/CD226/PRF1/KLRC1/TRA/NKG7/TYROBP/TREM1/IL12A/HLA-DRB1/TRB/KLRC2/KLRD1/ULBP1/CLEC12B/SH2D1A/IL12RB1/NCR3/ULBP2/GZMM/CTSG/NCR1/CD1A/IL12B/CD1B/KLRC4/IL23A/NOS2",66
"GO:0032623","GO:0032623","interleukin-2 production","33/4203","59/13465",0.559322033898305,1.79187989208677,4.10629429471535,7.05464720335592e-05,0.00427614500795084,0.00382126723515112,"CR1/HOMER3/PTPRC/PRKACA/PNP/ABL1/IL1B/IRF4/CD80/RIPK2/CLEC7A/CD86/MALT1/HDAC7/CD83/GBP1/HAVCR2/CCR2/SPTBN1/GLMN/GPR174/VSIG4/XCL1/TRAF2/CD28/ZFP36/CARD9/PLCG2/LAPTM5/CD3E/LILRB4/IL1A/TBX21",33
"GO:0032663","GO:0032663","regulation of interleukin-2 production","33/4203","59/13465",0.559322033898305,1.79187989208677,4.10629429471535,7.05464720335592e-05,0.00427614500795084,0.00382126723515112,"CR1/HOMER3/PTPRC/PRKACA/PNP/ABL1/IL1B/IRF4/CD80/RIPK2/CLEC7A/CD86/MALT1/HDAC7/CD83/GBP1/HAVCR2/CCR2/SPTBN1/GLMN/GPR174/VSIG4/XCL1/TRAF2/CD28/ZFP36/CARD9/PLCG2/LAPTM5/CD3E/LILRB4/IL1A/TBX21",33
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","74/4203","162/13465",0.45679012345679,1.46340209667991,3.99719250425616,7.24101915225972e-05,0.00427894509914443,0.00382376946477935,"MAVS/NFKBIL1/HSF1/CACTIN/HSPB1/PTPRC/TLR1/TGFB1/SPHK2/FCGR1A/TLR2/RIPK2/RARA/CLEC4A/JAK2/MC1R/TICAM1/FCGR2A/CLEC7A/CD86/FRMD8/SLAMF1/UBE2J1/FCER1G/CYBB/IFNGR1/HAVCR2/LILRA5/CCR2/PTPRJ/IL6/CD2/GAS6/IL10/AXL/CD274/SPON2/LBP/LY96/TLR6/FCGR3A/IFNG/TLR4/CCL3/CX3CL1/TMEM106A/FCGR2B/AGER/NFATC4/NOD1/BTK/GPR18/ZFP36/CARD9/PLCG2/BCL3/IL27RA/TYROBP/PTPN22/AKAP12/ARG2/C5AR2/C1QTNF4/LILRB4/CCL19/LILRA4/IL1A/ADAM8/NLRC3/IL12B/IL23A/ABCC8/MMP8/IL37",74
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","74/4203","162/13465",0.45679012345679,1.46340209667991,3.99719250425616,7.24101915225972e-05,0.00427894509914443,0.00382376946477935,"MAVS/NFKBIL1/HSF1/CACTIN/HSPB1/PTPRC/TLR1/TGFB1/SPHK2/FCGR1A/TLR2/RIPK2/RARA/CLEC4A/JAK2/MC1R/TICAM1/FCGR2A/CLEC7A/CD86/FRMD8/SLAMF1/UBE2J1/FCER1G/CYBB/IFNGR1/HAVCR2/LILRA5/CCR2/PTPRJ/IL6/CD2/GAS6/IL10/AXL/CD274/SPON2/LBP/LY96/TLR6/FCGR3A/IFNG/TLR4/CCL3/CX3CL1/TMEM106A/FCGR2B/AGER/NFATC4/NOD1/BTK/GPR18/ZFP36/CARD9/PLCG2/BCL3/IL27RA/TYROBP/PTPN22/AKAP12/ARG2/C5AR2/C1QTNF4/LILRB4/CCL19/LILRA4/IL1A/ADAM8/NLRC3/IL12B/IL23A/ABCC8/MMP8/IL37",74
"GO:0050864","GO:0050864","regulation of B cell activation","57/4203","118/13465",0.483050847457627,1.54753263407493,4.02414425559895,7.29762302509929e-05,0.00427894509914443,0.00382376946477935,"GPR183/CR1/PKN1/PTPRC/TFRC/MZB1/MNDA/TGFB1/DDRGK1/TNFSF13B/TICAM1/ID2/SAMSN1/BAD/CASP3/CTLA4/ATM/BST1/ATAD5/LYN/IL2RG/INHA/PPP2R3C/XBP1/CLCF1/FCRL3/IL6/SLAMF8/IKZF3/IL10/HMGB3/CD19/CD27/TLR4/SLC39A10/TCF3/FCGR2B/BTK/IL7/IRS2/BCL6/CD28/VAV3/NFATC2/IL21/LAPTM5/PAWR/IL27RA/TYROBP/TNFRSF13C/PRLR/TNFRSF13B/TBC1D10C/IL4I1/CD22/TBX21/WNT3A",57
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","172/4203","432/13465",0.398148148148148,1.27553290859263,3.92109632003122,7.35897578005168e-05,0.00427894509914443,0.00382376946477935,"VAMP2/DVL1/DMPK/DLGAP4/SYNGR1/STX4/MECP2/HOMER3/TBC1D24/HRAS/PRRT2/NRXN2/MAPK8IP2/ANAPC2/IQSEC2/BAIAP2/PRKACA/ABL1/NCDN/GIT1/IL1B/GNAO1/PTPRS/GABBR1/PINK1/MAP1A/ABR/HMGCR/BSN/SHANK3/RARA/SYNGAP1/JAK2/MCTP1/GIPC1/APBA1/TMEM25/ATG5/STX1B/CLSTN1/NSMF/SLC7A11/DAG1/CALM3/KAT2A/MAPT/KCTD13/SRF/SLC38A1/MAPK3/SHANK1/DBN1/CALHM2/STXBP1/NLGN2/SYT7/KMO/BCR/PICK1/RAPSN/SYT12/CCR2/UCN/RAP1B/MCTP2/RIMS4/ARC/ASIC1/PRRT1/ARHGAP44/PRKCB/GRIN2C/GRIK5/CACNG8/CPLX1/SLC6A9/CX3CL1/CAMK2B/SYP/AGER/LZTS1/NFATC4/GRID2IP/CCL2/SHISA9/LAMP5/FAAH/SERPINE2/CACNA1A/CELF4/CDC20/NLGN3/STX1A/CDH1/AKAP5/ADRA2A/SYN1/GRIK4/SORCS2/SYT2/ITPKA/F2R/JPH3/DCC/SHISA6/ADORA1/MPP2/SYN3/SHANK2/OXT/CACNA2D2/BRSK1/PRKAR1B/NGFR/TYROBP/SLC4A10/CSPG5/SNCA/AKAP12/NPAS4/BAIAP3/JPH4/GRIN3B/NEFL/CLSTN2/NEFH/SNAP25/GRID1/ATP1A2/KCNJ10/DLGAP3/PPFIA3/DLGAP2/SLC6A4/KIT/KCNB1/TNF/CNTN2/APOE/RASGRF1/FAM107A/CRHR2/SYT13/ADCY8/TAC1/NMU/P2RX1/GRIK3/CHRNA4/GRM2/NXPH4/NSG1/GRIN2B/GRIA4/ADORA2A/RELN/NTF3/CACNA1B/SCT/GRIA1/SLC7A10/WNT3A/SYT5/ACHE/CBLN1/TNR/PRKCG/RETN/HCN1/CHRNA6/ADRA1A/SHISA8",172
